Branch,Date,Source,Brand Name,Net Sales
Kammanhalli,2025-05-01,Swiggy,Boba Bar,11528.35
Kammanhalli,2025-05-01,Swiggy,Frozen Bottle,206425.48
Kammanhalli,2025-05-01,Swiggy,Madno,64264.94
Kammanhalli,2025-05-01,Zomato,Boba Bar,10566.8
Kammanhalli,2025-05-01,Zomato,Frozen Bottle,165278.2
Kammanhalli,2025-05-01,Zomato,Madno,36651.0
Kammanhalli,2025-06-01,In Store,Boba Bar,9172.0
Kammanhalli,2025-06-01,In Store,Frozen Bottle,279609.7
Kammanhalli,2025-06-01,Others,Boba Bar,840.5
Kammanhalli,2025-06-01,Others,Frozen Bottle,13047.64
Kammanhalli,2025-06-01,Others,Madno,5862.07
Kammanhalli,2025-06-01,Swiggy,Boba Bar,12265.98
Kammanhalli,2025-06-01,Swiggy,Frozen Bottle,183370.87
Kammanhalli,2025-06-01,Swiggy,Madno,48096.19
Kammanhalli,2025-06-01,Zomato,Boba Bar,4891.35
Kammanhalli,2025-06-01,Zomato,Frozen Bottle,175583.45
Kammanhalli,2025-06-01,Zomato,Madno,39180.0
Kammanhalli,2025-07-01,In Store,Boba Bar,5192.1
Kammanhalli,2025-07-01,In Store,Frozen Bottle,159182.56
Kammanhalli,2025-07-01,Others,Boba Bar,902.01
Kammanhalli,2025-07-01,Others,Frozen Bottle,7523.16
Kammanhalli,2025-07-01,Others,Madno,4937.54
Kammanhalli,2025-07-01,Swiggy,Boba Bar,1397.02
Kammanhalli,2025-07-01,Swiggy,Frozen Bottle,84700.76
Kammanhalli,2025-07-01,Swiggy,Madno,19394.23
Kammanhalli,2025-07-01,Zomato,Boba Bar,3225.92
Kammanhalli,2025-07-01,Zomato,Frozen Bottle,103193.75
Kammanhalli,2025-07-01,Zomato,Madno,22681.14
Kammanhalli,2025-08-01,In Store,Boba Bar,12158.0
Kammanhalli,2025-08-01,In Store,Frozen Bottle,201021.09
Kammanhalli,2025-08-01,Others,Boba Bar,403.5
Kammanhalli,2025-08-01,Others,Frozen Bottle,7952.27
Kammanhalli,2025-08-01,Others,Madno,7783.66
Kammanhalli,2025-08-01,Swiggy,Boba Bar,9401.75
Kammanhalli,2025-08-01,Swiggy,Frozen Bottle,167557.78
Kammanhalli,2025-08-01,Swiggy,Madno,44966.72
Kammanhalli,2025-08-01,Zomato,Boba Bar,3177.26
Kammanhalli,2025-08-01,Zomato,Frozen Bottle,170335.44
Kammanhalli,2025-08-01,Zomato,Madno,29673.86
Kammanhalli,2025-09-01,In Store,Boba Bar,10567.0
Kammanhalli,2025-09-01,In Store,Frozen Bottle,239728.74
Kammanhalli,2025-09-01,Others,Boba Bar,354.07
Kammanhalli,2025-09-01,Others,Frozen Bottle,12951.47
Kammanhalli,2025-09-01,Others,Madno,11247.630000000001
Kammanhalli,2025-09-01,Swiggy,Boba Bar,11069.34
Kammanhalli,2025-09-01,Swiggy,Frozen Bottle,163899.41
Kammanhalli,2025-09-01,Swiggy,Madno,58869.44
Kammanhalli,2025-09-01,Zomato,Boba Bar,2005.5
Kammanhalli,2025-09-01,Zomato,Frozen Bottle,122958.18000000001
Kammanhalli,2025-09-01,Zomato,Madno,14084.24
Kammanhalli,2025-10-01,In Store,Boba Bar,10367.0
Kammanhalli,2025-10-01,In Store,Frozen Bottle,277950.79
Kammanhalli,2025-10-01,Others,Boba Bar,212.59
Kammanhalli,2025-10-01,Others,Frozen Bottle,6555.52
Kammanhalli,2025-10-01,Others,Madno,6549.03
Kammanhalli,2025-10-01,Swiggy,Boba Bar,9479.77
Kammanhalli,2025-10-01,Swiggy,Frozen Bottle,233468.65
Kammanhalli,2025-10-01,Swiggy,Madno,54563.96
Kammanhalli,2025-10-01,Zomato,Boba Bar,4009.5
Kammanhalli,2025-10-01,Zomato,Frozen Bottle,148137.81
Kammanhalli,2025-10-01,Zomato,Madno,14272.6
Kammanhalli,2025-11-01,In Store,Boba Bar,9106.6
Kammanhalli,2025-11-01,In Store,Frozen Bottle,285453.55
Kammanhalli,2025-11-01,Others,Frozen Bottle,1417.41
Kammanhalli,2025-11-01,Others,Madno,1995.71
Kammanhalli,2025-11-01,Swiggy,Boba Bar,12318.37
Kammanhalli,2025-11-01,Swiggy,Frozen Bottle,258435.06
Kammanhalli,2025-11-01,Swiggy,Madno,67598.68
Kammanhalli,2025-11-01,Zomato,Boba Bar,6269.66
Kammanhalli,2025-11-01,Zomato,Frozen Bottle,152794.92
Kammanhalli,2025-11-01,Zomato,Madno,20584.13
Kammanhalli,2025-12-01,In Store,Boba Bar,5615.0
Kammanhalli,2025-12-01,In Store,Frozen Bottle,254049.49
Kammanhalli,2025-12-01,Others,Frozen Bottle,2023.8999999999999
Kammanhalli,2025-12-01,Others,Madno,1219.5500000000002
Kammanhalli,2025-12-01,Swiggy,Boba Bar,11765.92
Kammanhalli,2025-12-01,Swiggy,Frozen Bottle,315288.94
Kammanhalli,2025-12-01,Swiggy,Madno,56389.28
Kammanhalli,2025-12-01,Zomato,Boba Bar,3525.14
Kammanhalli,2025-12-01,Zomato,Frozen Bottle,143715.52
Kammanhalli,2025-12-01,Zomato,Madno,20723.67
Kammanhalli,2026-01-01,In Store,Boba Bar,4949.0
Kammanhalli,2026-01-01,In Store,Frozen Bottle,254044.44
Kammanhalli,2026-01-01,Others,Frozen Bottle,1657.47
Kammanhalli,2026-01-01,Swiggy,Boba Bar,17756.68
Kammanhalli,2026-01-01,Swiggy,Frozen Bottle,268933.45
Kammanhalli,2026-01-01,Swiggy,Madno,59343.05
Kammanhalli,2026-01-01,Zomato,Boba Bar,6886.0
Kammanhalli,2026-01-01,Zomato,Frozen Bottle,170788.72
Kammanhalli,2026-01-01,Zomato,Madno,21357.8
Kammanhalli,2026-02-01,In Store,Boba Bar,5376.0
Kammanhalli,2026-02-01,In Store,Frozen Bottle,213255.88
Kammanhalli,2026-02-01,Others,Frozen Bottle,2604.21
Kammanhalli,2026-02-01,Ownly,Boba Bar,343.38
Kammanhalli,2026-02-01,Ownly,Frozen Bottle,597.0
Kammanhalli,2026-02-01,Ownly,Madno,75.63
Kammanhalli,2026-02-01,Swiggy,Boba Bar,19016.82
Kammanhalli,2026-02-01,Swiggy,Frozen Bottle,283603.65
Kammanhalli,2026-02-01,Swiggy,Madno,55199.31
Kammanhalli,2026-02-01,Zomato,Boba Bar,10417.0
Kammanhalli,2026-02-01,Zomato,Frozen Bottle,179898.96
Kammanhalli,2026-02-01,Zomato,Madno,31454.07
Kammanhalli,2026-03-01,In Store,Boba Bar,6155.0
Kammanhalli,2026-03-01,In Store,Frozen Bottle,376681.08
Kammanhalli,2026-03-01,Others,Frozen Bottle,1683.76
Kammanhalli,2026-03-01,Others,Madno,724.38
Kammanhalli,2026-03-01,Ownly,Boba Bar,513.99
Kammanhalli,2026-03-01,Ownly,Frozen Bottle,3704.13
Kammanhalli,2026-03-01,Ownly,Madno,74.25
Kammanhalli,2026-03-01,Swiggy,Boba Bar,29648.14
Kammanhalli,2026-03-01,Swiggy,Frozen Bottle,335931.8
Kammanhalli,2026-03-01,Swiggy,Madno,64763.75
Kammanhalli,2026-03-01,Zomato,Boba Bar,9602.16
Kammanhalli,2026-03-01,Zomato,Frozen Bottle,158078.68
Kammanhalli,2026-03-01,Zomato,Madno,45053.8
Kammanhalli,2026-04-01,In Store,Boba Bar,8415.0
Kammanhalli,2026-04-01,In Store,Frozen Bottle,437824.86
Kammanhalli,2026-04-01,Others,Frozen Bottle,191.65
Kammanhalli,2026-04-01,Others,Madno,480.22
Kammanhalli,2026-04-01,Ownly,Boba Bar,827.75
Kammanhalli,2026-04-01,Ownly,Frozen Bottle,1888.0
Kammanhalli,2026-04-01,Ownly,Madno,3634.5
Kammanhalli,2026-04-01,Swiggy,Boba Bar,31539.45
Kammanhalli,2026-04-01,Swiggy,Frozen Bottle,365536.36
Kammanhalli,2026-04-01,Swiggy,Madno,81180.18
Kammanhalli,2026-04-01,Zomato,Boba Bar,9173.7
Kammanhalli,2026-04-01,Zomato,Frozen Bottle,185097.77
Kammanhalli,2026-04-01,Zomato,Madno,48802.42
Kammanhalli,2026-05-01,In Store,Boba Bar,4521.0
Kammanhalli,2026-05-01,In Store,Frozen Bottle,351896.17
Kammanhalli,2026-05-01,Others,Madno,1419.21
Kammanhalli,2026-05-01,Ownly,Boba Bar,1723.5
Kammanhalli,2026-05-01,Ownly,Frozen Bottle,687.14
Kammanhalli,2026-05-01,Ownly,Madno,5028.0
Kammanhalli,2026-05-01,Swiggy,Boba Bar,29761.62
Kammanhalli,2026-05-01,Swiggy,Frozen Bottle,442593.8
Kammanhalli,2026-05-01,Swiggy,Madno,89091.16
Kammanhalli,2026-05-01,Zomato,Boba Bar,9295.26
Kammanhalli,2026-05-01,Zomato,Frozen Bottle,174032.38
Kammanhalli,2026-05-01,Zomato,Madno,42932.34
Kammanhalli,2026-06-01,In Store,Boba Bar,1464.0
Kammanhalli,2026-06-01,In Store,Frozen Bottle,201444.54
Kammanhalli,2026-06-01,Others,Frozen Bottle,887.3299999999999
Kammanhalli,2026-06-01,Others,Madno,3044.46
Kammanhalli,2026-06-01,Ownly,Frozen Bottle,1861.0
Kammanhalli,2026-06-01,Ownly,Madno,7301.75
Kammanhalli,2026-06-01,Swiggy,Boba Bar,16377.06
Kammanhalli,2026-06-01,Swiggy,Frozen Bottle,317994.31
Kammanhalli,2026-06-01,Swiggy,Madno,86494.86
Kammanhalli,2026-06-01,Zomato,Boba Bar,7589.3
Kammanhalli,2026-06-01,Zomato,Frozen Bottle,139006.5
Kammanhalli,2026-06-01,Zomato,Madno,28135.11
Kammanhalli,2026-07-01,In Store,Frozen Bottle,285446.37
Kammanhalli,2026-07-01,Others,Frozen Bottle,1061.24
Kammanhalli,2026-07-01,Others,Madno,986.0500000000001
Kammanhalli,2026-07-01,Ownly,Boba Bar,1284.0
Kammanhalli,2026-07-01,Ownly,Frozen Bottle,6757.0
Kammanhalli,2026-07-01,Ownly,Madno,6349.16
Kammanhalli,2026-07-01,Swiggy,Boba Bar,23743.18
Kammanhalli,2026-07-01,Swiggy,Frozen Bottle,385784.26
Kammanhalli,2026-07-01,Swiggy,Madno,70249.17
Kammanhalli,2026-07-01,Zomato,Boba Bar,9010.28
Kammanhalli,2026-07-01,Zomato,Frozen Bottle,167032.41
Kammanhalli,2026-07-01,Zomato,Madno,29468.09
Kammanhalli,2026-08-01,In Store,Frozen Bottle,258375.5
Kammanhalli,2026-08-01,Others,Frozen Bottle,1603.44
Kammanhalli,2026-08-01,Others,Madno,698.6700000000001
Kammanhalli,2026-08-01,Ownly,Boba Bar,570.0
Kammanhalli,2026-08-01,Ownly,Frozen Bottle,13979.2
Kammanhalli,2026-08-01,Ownly,Madno,15836.0
Kammanhalli,2026-08-01,Swiggy,Boba Bar,20190.03
Kammanhalli,2026-08-01,Swiggy,Frozen Bottle,366482.34
Kammanhalli,2026-08-01,Swiggy,Madno,79131.64
Kammanhalli,2026-08-01,Zomato,Boba Bar,3948.49
Kammanhalli,2026-08-01,Zomato,Frozen Bottle,167085.99
Kammanhalli,2026-08-01,Zomato,Madno,48918.81
Kamothe,2025-01-01,In Store,Boba Bar,5471.0
Kamothe,2025-01-01,In Store,Frozen Bottle,66410.55
Kamothe,2025-01-01,Swiggy,Boba Bar,16243.39
Kamothe,2025-01-01,Swiggy,Frozen Bottle,46378.63
Kamothe,2025-01-01,Swiggy,Madno,10542.09
Kamothe,2025-01-01,Zomato,Boba Bar,3207.0
Kamothe,2025-01-01,Zomato,Frozen Bottle,74701.2
Kamothe,2025-01-01,Zomato,Madno,2928.1
Kamothe,2025-02-01,In Store,Boba Bar,2698.0
Kamothe,2025-02-01,In Store,Frozen Bottle,61836.13
Kamothe,2025-02-01,Others,Frozen Bottle,528.0
Kamothe,2025-02-01,Swiggy,Boba Bar,10779.6
Kamothe,2025-02-01,Swiggy,Frozen Bottle,43002.03
Kamothe,2025-02-01,Swiggy,Madno,11668.92
Kamothe,2025-02-01,Zomato,Boba Bar,5676.0
Kamothe,2025-02-01,Zomato,Frozen Bottle,76662.5
Kamothe,2025-02-01,Zomato,Madno,5079.3
Kamothe,2025-03-01,In Store,Boba Bar,4657.0
Kamothe,2025-03-01,In Store,Frozen Bottle,65320.98
Kamothe,2025-03-01,Others,Frozen Bottle,1808.78
Kamothe,2025-03-01,Swiggy,Boba Bar,13714.310000000001
Kamothe,2025-03-01,Swiggy,Frozen Bottle,69214.0
Kamothe,2025-03-01,Swiggy,Madno,11297.42
Kamothe,2025-03-01,Zomato,Boba Bar,4995.0
Kamothe,2025-03-01,Zomato,Frozen Bottle,93005.0
Kamothe,2025-03-01,Zomato,Madno,7908.0
Kamothe,2025-04-01,In Store,Boba Bar,3217.0
Kamothe,2025-04-01,In Store,Frozen Bottle,68570.09
Kamothe,2025-04-01,Others,Frozen Bottle,4260.48
Kamothe,2025-04-01,Swiggy,Boba Bar,8236.53
Kamothe,2025-04-01,Swiggy,Frozen Bottle,63112.88
Kamothe,2025-04-01,Swiggy,Madno,17058.92
Kamothe,2025-04-01,Zomato,Boba Bar,2739.0
Kamothe,2025-04-01,Zomato,Frozen Bottle,115779.32
Kamothe,2025-04-01,Zomato,Madno,14093.8
Kamothe,2025-05-01,In Store,Boba Bar,5159.0
Kamothe,2025-05-01,In Store,Frozen Bottle,67622.14
Kamothe,2025-05-01,Others,Frozen Bottle,1209.0
Kamothe,2025-05-01,Swiggy,Boba Bar,9471.52
Kamothe,2025-05-01,Swiggy,Frozen Bottle,55016.54
Kamothe,2025-05-01,Swiggy,Madno,12747.35
Kamothe,2025-05-01,Zomato,Boba Bar,3609.0
Kamothe,2025-05-01,Zomato,Frozen Bottle,113986.65
Kamothe,2025-05-01,Zomato,Madno,11499.5
Kamothe,2025-06-01,In Store,Boba Bar,2490.0
Kamothe,2025-06-01,In Store,Frozen Bottle,46289.96
Kamothe,2025-06-01,Others,Frozen Bottle,3486.12
Kamothe,2025-06-01,Swiggy,Boba Bar,6288.53
Kamothe,2025-06-01,Swiggy,Frozen Bottle,54443.85
Kamothe,2025-06-01,Swiggy,Madno,9830.02
Kamothe,2025-06-01,Zomato,Boba Bar,3181.0
Kamothe,2025-06-01,Zomato,Frozen Bottle,79926.47
Kamothe,2025-06-01,Zomato,Madno,8506.34
Kamothe,2025-07-01,In Store,Boba Bar,1394.0
Kamothe,2025-07-01,In Store,Frozen Bottle,32838.24
Kamothe,2025-07-01,Others,Frozen Bottle,4514.48
Kamothe,2025-07-01,Swiggy,Boba Bar,7581.89
Kamothe,2025-07-01,Swiggy,Frozen Bottle,72856.63
Kamothe,2025-07-01,Swiggy,Madno,12238.76
Kamothe,2025-07-01,Zomato,Boba Bar,3969.54
Kamothe,2025-07-01,Zomato,Frozen Bottle,103501.66
Kamothe,2025-07-01,Zomato,Madno,8020.0
Kamothe,2025-08-01,In Store,Boba Bar,2729.0
Kamothe,2025-08-01,In Store,Frozen Bottle,32763.41
Kamothe,2025-08-01,Others,Frozen Bottle,4579.49
Kamothe,2025-08-01,Swiggy,Boba Bar,8369.58
Kamothe,2025-08-01,Swiggy,Frozen Bottle,68887.82
Kamothe,2025-08-01,Swiggy,Madno,16495.94
Kamothe,2025-08-01,Zomato,Boba Bar,8186.67
Kamothe,2025-08-01,Zomato,Frozen Bottle,111679.18000000001
Kamothe,2025-08-01,Zomato,Madno,9029.67
Kamothe,2025-09-01,In Store,Boba Bar,249.0
Kamothe,2025-09-01,In Store,Frozen Bottle,32492.7
Kamothe,2025-09-01,Others,Frozen Bottle,8032.4
Kamothe,2025-09-01,Swiggy,Boba Bar,5933.08
Kamothe,2025-09-01,Swiggy,Frozen Bottle,55895.72
Kamothe,2025-09-01,Swiggy,Madno,17340.75
Kamothe,2025-09-01,Zomato,Boba Bar,3505.0
Kamothe,2025-09-01,Zomato,Frozen Bottle,87795.98
Kamothe,2025-09-01,Zomato,Madno,5674.64
Kamothe,2025-10-01,In Store,Boba Bar,1374.0
Kamothe,2025-10-01,In Store,Frozen Bottle,63468.29
Kamothe,2025-10-01,Others,Frozen Bottle,10570.98
Kamothe,2025-10-01,Swiggy,Boba Bar,7247.72
Kamothe,2025-10-01,Swiggy,Frozen Bottle,78115.72
Kamothe,2025-10-01,Swiggy,Madno,15123.14
Kamothe,2025-10-01,Zomato,Boba Bar,4639.0
Kamothe,2025-10-01,Zomato,Frozen Bottle,115827.63
Kamothe,2025-10-01,Zomato,Madno,6111.5
Kamothe,2025-11-01,In Store,Boba Bar,3972.0
Kamothe,2025-11-01,In Store,Frozen Bottle,45275.04
Kamothe,2025-11-01,Others,Boba Bar,538.0
Kamothe,2025-11-01,Others,Frozen Bottle,9117.04
Kamothe,2025-11-01,Swiggy,Boba Bar,7493.15
Kamothe,2025-11-01,Swiggy,Frozen Bottle,94169.21
Kamothe,2025-11-01,Swiggy,Madno,19364.63
Kamothe,2025-11-01,Zomato,Boba Bar,6425.34
Kamothe,2025-11-01,Zomato,Frozen Bottle,125525.44
Kamothe,2025-11-01,Zomato,Madno,8812.0
Kamothe,2025-12-01,In Store,Boba Bar,1304.0
Kamothe,2025-12-01,In Store,Frozen Bottle,46737.78
Kamothe,2025-12-01,Others,Frozen Bottle,8875.43
Kamothe,2025-12-01,Swiggy,Boba Bar,7644.37
Kamothe,2025-12-01,Swiggy,Frozen Bottle,119166.2
Kamothe,2025-12-01,Swiggy,Madno,17248.36
Kamothe,2025-12-01,Zomato,Boba Bar,4067.5
Kamothe,2025-12-01,Zomato,Frozen Bottle,105642.27
Kamothe,2025-12-01,Zomato,Madno,7809.54
Kamothe,2026-01-01,In Store,Boba Bar,1354.0
Kamothe,2026-01-01,In Store,Frozen Bottle,35872.73
Kamothe,2026-01-01,Others,Frozen Bottle,6545.97
Kamothe,2026-01-01,Swiggy,Boba Bar,4306.51
Kamothe,2026-01-01,Swiggy,Frozen Bottle,104174.24
Kamothe,2026-01-01,Swiggy,Madno,14855.51
Kamothe,2026-01-01,Zomato,Boba Bar,5901.8
Kamothe,2026-01-01,Zomato,Frozen Bottle,103719.24
Kamothe,2026-01-01,Zomato,Madno,20078.46
Kamothe,2026-02-01,In Store,Boba Bar,249.0
Kamothe,2026-02-01,In Store,Frozen Bottle,34279.04
Kamothe,2026-02-01,Others,Frozen Bottle,4933.86
Kamothe,2026-02-01,Swiggy,Boba Bar,8982.4
Kamothe,2026-02-01,Swiggy,Frozen Bottle,108998.85
Kamothe,2026-02-01,Swiggy,Madno,21813.65
Kamothe,2026-02-01,Zomato,Boba Bar,13924.84
Kamothe,2026-02-01,Zomato,Frozen Bottle,102636.02
Kamothe,2026-02-01,Zomato,Madno,15558.96
Kamothe,2026-03-01,In Store,Boba Bar,2587.0
Kamothe,2026-03-01,In Store,Frozen Bottle,47097.75
Kamothe,2026-03-01,Others,Frozen Bottle,4592.7300000000005
Kamothe,2026-03-01,Swiggy,Boba Bar,13449.51
Kamothe,2026-03-01,Swiggy,Frozen Bottle,125776.68
Kamothe,2026-03-01,Swiggy,Madno,23165.49
Kamothe,2026-03-01,Zomato,Boba Bar,16073.74
Kamothe,2026-03-01,Zomato,Frozen Bottle,116358.72
Kamothe,2026-03-01,Zomato,Madno,24931.32
Kamothe,2026-04-01,In Store,Boba Bar,1583.0
Kamothe,2026-04-01,In Store,Frozen Bottle,65400.52
Kamothe,2026-04-01,Others,Frozen Bottle,3558.91
Kamothe,2026-04-01,Swiggy,Boba Bar,12107.05
Kamothe,2026-04-01,Swiggy,Frozen Bottle,117411.18
Kamothe,2026-04-01,Swiggy,Madno,24977.6
Kamothe,2026-04-01,Zomato,Boba Bar,13115.36
Kamothe,2026-04-01,Zomato,Frozen Bottle,129150.48
Kamothe,2026-04-01,Zomato,Madno,28318.62
Kamothe,2026-05-01,In Store,Boba Bar,2748.0
Kamothe,2026-05-01,In Store,Frozen Bottle,62909.35
Kamothe,2026-05-01,Others,Frozen Bottle,3337.59
Kamothe,2026-05-01,Swiggy,Boba Bar,14086.93
Kamothe,2026-05-01,Swiggy,Frozen Bottle,169198.36
Kamothe,2026-05-01,Swiggy,Madno,24598.86
Kamothe,2026-05-01,Zomato,Boba Bar,10632.08
Kamothe,2026-05-01,Zomato,Frozen Bottle,130587.73
Kamothe,2026-05-01,Zomato,Madno,28090.68
Kamothe,2026-06-01,In Store,Boba Bar,1633.0
Kamothe,2026-06-01,In Store,Frozen Bottle,59250.91
Kamothe,2026-06-01,Others,Frozen Bottle,4215.59
Kamothe,2026-06-01,Swiggy,Boba Bar,13418.55
Kamothe,2026-06-01,Swiggy,Frozen Bottle,155590.09
Kamothe,2026-06-01,Swiggy,Madno,28366.34
Kamothe,2026-06-01,Zomato,Boba Bar,7390.24
Kamothe,2026-06-01,Zomato,Frozen Bottle,118836.95999999999
Kamothe,2026-06-01,Zomato,Madno,18986.61
Kamothe,2026-07-01,In Store,Frozen Bottle,51098.85
Kamothe,2026-07-01,Others,Frozen Bottle,6152.8099999999995
Kamothe,2026-07-01,Swiggy,Boba Bar,11506.16
Kamothe,2026-07-01,Swiggy,Frozen Bottle,143156.32
Kamothe,2026-07-01,Swiggy,Madno,27111.55
Kamothe,2026-07-01,Zomato,Boba Bar,6247.8
Kamothe,2026-07-01,Zomato,Frozen Bottle,104242.44
Kamothe,2026-07-01,Zomato,Madno,19553.0
Kamothe,2026-08-01,In Store,Frozen Bottle,60643.47
Kamothe,2026-08-01,Others,Frozen Bottle,2111.62
Kamothe,2026-08-01,Swiggy,Boba Bar,5328.15
Kamothe,2026-08-01,Swiggy,Frozen Bottle,119377.11
Kamothe,2026-08-01,Swiggy,Madno,30175.96
Kamothe,2026-08-01,Zomato,Boba Bar,2493.55
Kamothe,2026-08-01,Zomato,Frozen Bottle,116213.39
Kamothe,2026-08-01,Zomato,Madno,29602.55
Kanakapura,2025-01-01,In Store,Boba Bar,1284.0
Kanakapura,2025-01-01,In Store,Frozen Bottle,74535.26000000001
Kanakapura,2025-01-01,Swiggy,Boba Bar,1492.0
Kanakapura,2025-01-01,Swiggy,Frozen Bottle,29392.77
Kanakapura,2025-01-01,Zomato,Boba Bar,1445.94
Kanakapura,2025-01-01,Zomato,Frozen Bottle,34295.92
Kanakapura,2025-02-01,In Store,Frozen Bottle,28184.37
Kanakapura,2025-02-01,Swiggy,Frozen Bottle,25332.67
Kanakapura,2025-02-01,Zomato,Frozen Bottle,27108.2
Kanakapura,2025-02-01,Zomato,Madno,2011.8
Kanakapura,2025-03-01,In Store,Boba Bar,2211.0
Kanakapura,2025-03-01,In Store,Frozen Bottle,30602.530000000002
Kanakapura,2025-03-01,Others,Madno,169.0
Kanakapura,2025-03-01,Swiggy,Boba Bar,1719.23
Kanakapura,2025-03-01,Swiggy,Frozen Bottle,41479.82
Kanakapura,2025-03-01,Swiggy,Madno,2861.83
Kanakapura,2025-03-01,Zomato,Boba Bar,999.0
Kanakapura,2025-03-01,Zomato,Frozen Bottle,34007.0
Kanakapura,2025-03-01,Zomato,Madno,219.0
Kanakapura,2025-04-01,In Store,Boba Bar,8734.0
Kanakapura,2025-04-01,In Store,Frozen Bottle,115136.4
Kanakapura,2025-04-01,Swiggy,Boba Bar,3409.04
Kanakapura,2025-04-01,Swiggy,Frozen Bottle,101712.57
Kanakapura,2025-04-01,Swiggy,Madno,10655.869999999999
Kanakapura,2025-04-01,Zomato,Boba Bar,4876.5
Kanakapura,2025-04-01,Zomato,Frozen Bottle,132059.72
Kanakapura,2025-04-01,Zomato,Madno,3088.0
Kanakapura,2025-05-01,In Store,Boba Bar,7378.0
Kanakapura,2025-05-01,In Store,Frozen Bottle,158596.76
Kanakapura,2025-05-01,Swiggy,Boba Bar,8550.55
Kanakapura,2025-05-01,Swiggy,Frozen Bottle,101832.36
Kanakapura,2025-05-01,Swiggy,Madno,11898.5
Kanakapura,2025-05-01,Zomato,Boba Bar,7701.0
Kanakapura,2025-05-01,Zomato,Frozen Bottle,143263.94
Kanakapura,2025-05-01,Zomato,Madno,6565.4
Kanakapura,2025-06-01,In Store,Boba Bar,10943.0
Kanakapura,2025-06-01,In Store,Frozen Bottle,121773.4
Kanakapura,2025-06-01,Swiggy,Boba Bar,4005.62
Kanakapura,2025-06-01,Swiggy,Frozen Bottle,118521.71
Kanakapura,2025-06-01,Swiggy,Madno,13748.24
Kanakapura,2025-06-01,Zomato,Boba Bar,5939.0
Kanakapura,2025-06-01,Zomato,Frozen Bottle,134931.62
Kanakapura,2025-06-01,Zomato,Madno,15877.6
Kanakapura,2025-07-01,In Store,Boba Bar,8289.0
Kanakapura,2025-07-01,In Store,Frozen Bottle,122671.94
Kanakapura,2025-07-01,Swiggy,Boba Bar,10088.63
Kanakapura,2025-07-01,Swiggy,Frozen Bottle,87943.26
Kanakapura,2025-07-01,Swiggy,Madno,16656.13
Kanakapura,2025-07-01,Zomato,Boba Bar,7354.0599999999995
Kanakapura,2025-07-01,Zomato,Frozen Bottle,149176.64
Kanakapura,2025-07-01,Zomato,Madno,24823.51
Kanakapura,2025-08-01,In Store,Boba Bar,6504.0
Kanakapura,2025-08-01,In Store,Frozen Bottle,109288.38
Kanakapura,2025-08-01,Swiggy,Boba Bar,9060.86
Kanakapura,2025-08-01,Swiggy,Frozen Bottle,99001.48
Kanakapura,2025-08-01,Swiggy,Madno,15044.14
Kanakapura,2025-08-01,Zomato,Boba Bar,9027.24
Kanakapura,2025-08-01,Zomato,Frozen Bottle,140372.55
Kanakapura,2025-08-01,Zomato,Madno,24799.48
Kanakapura,2025-09-01,In Store,Boba Bar,5096.0
Kanakapura,2025-09-01,In Store,Frozen Bottle,100748.56999999999
Kanakapura,2025-09-01,Swiggy,Boba Bar,8707.58
Kanakapura,2025-09-01,Swiggy,Frozen Bottle,111816.93000000001
Kanakapura,2025-09-01,Swiggy,Madno,20722.41
Kanakapura,2025-09-01,Zomato,Boba Bar,3698.8
Kanakapura,2025-09-01,Zomato,Frozen Bottle,146927.19
Kanakapura,2025-09-01,Zomato,Madno,22178.72
Kanakapura,2025-10-01,In Store,Boba Bar,6859.2
Kanakapura,2025-10-01,In Store,Frozen Bottle,108877.07
Kanakapura,2025-10-01,Swiggy,Boba Bar,6955.37
Kanakapura,2025-10-01,Swiggy,Frozen Bottle,111843.56
Kanakapura,2025-10-01,Swiggy,Madno,30651.42
Kanakapura,2025-10-01,Zomato,Boba Bar,2266.16
Kanakapura,2025-10-01,Zomato,Frozen Bottle,164748.87
Kanakapura,2025-10-01,Zomato,Madno,26191.93
Kanakapura,2025-11-01,In Store,Boba Bar,8502.0
Kanakapura,2025-11-01,In Store,Frozen Bottle,165554.14
Kanakapura,2025-11-01,Swiggy,Boba Bar,6373.53
Kanakapura,2025-11-01,Swiggy,Frozen Bottle,159048.07
Kanakapura,2025-11-01,Swiggy,Madno,35261.19
Kanakapura,2025-11-01,Zomato,Boba Bar,4465.66
Kanakapura,2025-11-01,Zomato,Frozen Bottle,170364.06
Kanakapura,2025-11-01,Zomato,Madno,27544.97
Kanakapura,2025-12-01,In Store,Boba Bar,3981.0
Kanakapura,2025-12-01,In Store,Frozen Bottle,140348.66
Kanakapura,2025-12-01,Swiggy,Boba Bar,8905.04
Kanakapura,2025-12-01,Swiggy,Frozen Bottle,185821.31
Kanakapura,2025-12-01,Swiggy,Madno,39941.02
Kanakapura,2025-12-01,Zomato,Boba Bar,4994.22
Kanakapura,2025-12-01,Zomato,Frozen Bottle,168486.27
Kanakapura,2025-12-01,Zomato,Madno,42745.58
Kanakapura,2026-01-01,In Store,Boba Bar,7010.0
Kanakapura,2026-01-01,In Store,Frozen Bottle,131649.6
Kanakapura,2026-01-01,Swiggy,Boba Bar,6556.63
Kanakapura,2026-01-01,Swiggy,Frozen Bottle,146502.75
Kanakapura,2026-01-01,Swiggy,Madno,56027.18
